,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2030,2050,2099
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.242217121,4.246477088,4.250737055,4.254997022,4.259256989,4.263516956,4.267776923,4.27203689,4.276296857,4.280556824,4.284816791,4.289076758,4.293336725,4.297596692,4.301856659,4.306116626,4.310376593,4.31463656,4.318896527,4.323156494,4.327416461,4.331676428,4.217703723,4.104315945,3.991566731,3.995480672,3.968300531,3.800324867,3.758099036,3.610805363,3.580075104,3.451742534,3.436842926,3.320789568,3.211000655,3.206340277,3.102535234,3.00412797,3.00412797,2.902296682,2.902296682,2.7974964,2.793430271,2.789364143,2.686282116,2.682360536,2.678438957,2.573313271,2.565755816,2.561977089,2.558198362,2.558198362,2.558198362,2.565755816,2.573313271,2.584649453,2.595985634,2.611100543,2.626215453,2.637551634,2.648887816,2.560864473,2.469774071,2.476770598,2.379402075,2.379402075,2.276903532,2.264003228,2.247877849,2.133013747,2.105191829,1.97991125,1.941437639,1.813885244,1.768608858,1.642861586,1.591522161,1.468467609,1.349008895,1.297501283,1.186700211,1.08189812,0.985039683,0.947314759,0.862000576,0.783479669,0.276952278,0.138102909,0.070913564
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.238858876,4.202358687,4.165858497,4.129358308,4.092858118,4.056357929,4.019857739,3.98335755,3.94685736,3.910357171,3.873856982,3.837356792,3.800856603,3.764356413,3.727856224,3.691356034,3.654855845,3.618355655,3.581855466,3.545355276,3.508855087,3.472354898,3.435854708,3.399354519,3.362854329,3.32635414,3.207182929,3.090260421,2.975611753,2.863253975,2.753213672,2.69156201,2.629624245,2.567436142,2.505028231,2.442443084,2.391315006,2.339342138,2.286568468,2.23303067,2.178786554,2.117330691,2.055723468,1.99400415,1.932201345,1.870381593,1.860934396,1.847310532,1.829643549,1.808058505,1.782757728,1.81105547,1.780667409,1.818496459,1.757008613,1.685034747,1.685034747,1.675223773,1.57138692,1.543409705,1.429256003,1.389431532,1.27635993,1.232347518,1.125554776,1.085922565,1.046290355,0.949898978,0.914371261,0.880713423,0.799342998,0.774693655,0.707973295,0.691431863,0.679852861,0.669928002,0.623213119,0.618562275,0.615461712,0.570995006,0.566647329,0.559401199,0.514752808,0.507997522,0.498540121,0.490433778,0.448317332,0.440782587,0.435759424,0.43073626,0.395646112,0.392155117,0.389827787,0.387500457,0.385173126,0.352475653,0.348177169,0.344953306,0.340654823,0.336356339,0.305573645,0.301617999,0.296673441,0.291728884,0.287773238,0.282828681,0.255684229,0.251150821,0.248430776,0.244804049,0.242084004,0.13676054,0.09056445,0.050441743
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.752772023,2.836697999,2.92621904,2.674441111,2.931814105,2.91502891,2.708011502,2.701705978,2.2613877,2.005894378,2.691896781,2.459654706,2.535246318,2.355986478,2.417446994,2.403803434,2.393870362,2.403803434,2.300489005,2.170545065,2.189796019,2.570002361,2.139113644,2.428057099,2.255623102,2.250962723,2.278924993,2.223000454,2.464122114,2.396743775,2.40876997,2.274673497,2.220041601,2.028197055,2.432812124,2.340621348,2.135752959,2.07104552,2.145543561,2.151294111,2.139113644,2.125132509,2.236711448,2.151030969,2.023099242,2.075420774,1.91409605,2.011236504,2.182597461,2.292906128,2.227660832,2.488185806,2.305301743,2.38393729,2.493201082,2.468664092,2.489150931,2.364646584,2.570497514,2.501880538,2.554662828,2.826734625,2.734322147,2.63647364,2.954194366,2.680036176,2.424468544,2.359368355,1.74138131,2.244874281,2.338990913,2.306887263,2.196125958,2.166983456,2.156713935,2.012733602,2.093528957,2.262906264,2.169068965,1.869722072,2.184423966,2.23232121,2.175703711,1.945103547,1.976476185,2.017706982,2.097741289,1.808602259,1.844258931,1.778782283,1.756956733,1.976476185,2.02745937,1.737259821,1.669654535,1.570611926,1.613153949,1.538361168,1.635113443,1.874248726,1.96394006,1.929417228,1.675668243,1.552660676,1.629957636,1.633689081,1.616514687,1.599711,1.626692554,1.459105056,1.422009165,1.378730625,1.375639301,1.282899573,1.22227705,1.151248844,1.190052979,1.297855779,1.956970125,1.125493383,1.21262851,0.967342842,0.926811717,0.886233083,0.952961768,0.816674091,0.740728521,0.789005893,0.716201086,0.800826091,0.674504448,0.603841561,0.544267766,0.529235654,0.515505648,0.4967115,0.511080707,0.528148936,0.528148936,0.596847257,0.72255854,0.974613844,0.490548689,0.544267766,0.825619411,0.643419538,0.600387582,0.573987695,0.537947643,0.516243703,0.426934088,0.350263175,0.328833993,0.318087784,0.289751061,0.314863921,0.287773238,0.307341575,0.242990686,0.249337458,0.245710731,0.240270641,0.241177323,0.241177323,0.233923869,0.223043689,0.199496827,0.192046738,0.177974347,0.160590806,0.151485142,0.140723903,0.119991052,0.113199106,0.122255034,0.115804507,0.117860209,0.105056961,0.102570405,0.101948766,0.092230505,0.093362167,0.08823112,0.098454649,0.087205176,0.092796336,0.08207546,0.081562488,0.087205176,0.087718148,0.091821921,0.092334893,0.086363007,0.084495699,0.078434475,0.076738595,0.074618744,0.074194774,0.072498893,0.066674166,0.066674166,0.066674166,0.066288767,0.06190096,0.0633078,0.0633078,0.06471464,0.058560034,0.059200034,0.059200034,0.059520034,0.047043704,0.039221945,0.022024108
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.467423703,2.369564659,2.341840916,2.246942078,2.22002311,2.128070395,2.101949675,2.139266207,2.049708236,2.023587516,1.876968016,1.933969126,2.175361306,2.234201989,2.293282226,1.862529801,1.684753334,1.739764671,1.737058971,1.850979229,1.731647573,1.669056875,1.778400363,1.658592568,1.710001978,1.704590579,1.756030547,1.693767782,1.744845639,1.682944985,1.621967496,1.614773285,1.831161831,1.655211567,1.871472737,1.64033022,1.472345125,1.625448874,1.618008201,1.50443434,1.550025389,1.49453536,1.543921211,1.488638095,1.434123518,1.330111999,1.479792198,1.528660764,1.525608674,1.734314378,1.366670536,1.402814328,1.438511345,1.325493949,1.643923423,1.509962572,1.48244341,1.4650029,1.508604176,1.848937214,1.333337109,1.530404815,1.356866587,1.435343356,1.427211099,1.53912507,1.435343356,1.443475613,1.521684559,1.470103835,1.708488391,1.82231921,1.407847124,1.427211099,1.333890726,1.376474486,1.349005635,1.318775817,1.349023428,1.299882181,1.31765079,1.284767272,1.333337109,1.325493949,1.325493949,1.254537454,1.278434992,1.216750181,1.194077817,1.09145823,1.156866021,1.144954363,1.118503272,1.141175635,1.028489486,1.040351192,0.961072596,0.941722141,1.004001641,1.047626375,1.018525643,0.975554851,0.920114133,0.897861109,0.886347589,0.872673267,0.870770472,0.830618278,0.814965818,0.756835133,0.727393451,0.794013668,0.671546694,0.698388266,1.08838475,0.754615483,0.536470109,0.526236784,0.823034245,0.513012811,0.728101123,0.670188007,0.564906603,0.561106365,0.549309306,0.585813245,0.580809648,0.506545142,0.537442304,0.549708861,0.481055656,0.470932802,0.466489644,0.418317981,0.424183548,0.410114113,0.391160172,0.392469088,0.397835643,0.381395771,0.619037685,0.36729151,0.428073096,0.56327326,0.75596427,0.538608021,0.464758858,0.410262041,0.351368657,0.377289802,0.331644535,0.32815354,0.297669987,0.294446124,0.267995009,0.267006097,0.244804049,0.245710731,0.225986032,0.228469395,0.230952758,0.212059658,0.212814318,0.234263908,0.212059658,0.210550336,0.187754053,0.184327885,0.180216482,0.193947801,0.171308443,0.165826573,0.160344703,0.139247096,0.133652346,0.128057597,0.123084486,0.108639613,0.105810456,0.104112962,0.103547131,0.094386779,0.094386779,0.094899751,0.094899751,0.094386779,0.085429353,0.084495699,0.075890654,0.075042714,0.074194774,0.073770804,0.072922863,0.066288767,0.066288767,0.066288767,0.066674166,0.06154925,0.06225267,0.06295609,0.06401122,0.06471464,0.059840035,0.060480035,0.055603561,0.061760036,0.056768033,0.057059151,0.057350269,0.057641388,0.057641388,0.043683688,0.035598966,0.019339898
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.372654088,1.301010776,1.29070574,1.221466236,1.214108006,1.149397257,1.149397257,1.088535531,1.090748002,1.037435411,0.984860429,0.99080526,0.940549579,0.889137035,0.840304753,0.787542947,0.733308308,0.676879677,0.664720162,0.602779606,0.583942743,0.520158271,0.49688497,0.472448004,0.448011038,0.425901403,0.408446427,0.365371103,0.358923378,0.357848757,0.332274254,0.338207723,0.315525219,0.321871991,0.298003558,0.302142497,0.2784698,0.282243103,0.286016407,0.263815002,0.267926405,0.272037807,0.249277167,0.251142083,0.251142083,0.228030021,0.226898358,0.224635033,0.221805876,0.199032991,0.195955161,0.193390303,0.189799501,0.185695728,0.182104927,0.161988991,0.158254375,0.154986585,0.152185623,0.150318315,0.148917833,0.09707196,0.070450585,0.034734913
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.018498072,2.039487653,1.918920115,1.793462209,1.74314089,1.68879686,1.628195665,1.567303062,1.501443882,1.433680944,1.440318355,1.366480582,1.368576411,1.366480582,1.286065228,1.276157175,1.189243603,1.166805044,1.140626726,1.042315099,1.007101751,0.970127736,0.873387617,0.836996466,0.800605315,0.719330566,0.692975782,0.66817128,0.605776428,0.548529239,0.536369724,0.48975843,0.446847373,0.441029048,0.402982834,0.39760973,0.359963775,0.354030307,0.347107926,0.310085129,0.301018313,0.266547627,0.257441963,0.248336299,0.240058422,0.212059658,0.205267711,0.199230426,0.176105079,0.171993677,0.168567508,0.149814956,0.146706761,0.144220206,0.12900954,0.127312046,0.125048721,0.123351227,0.110288899,0.108749985,0.10721107,0.066674166,0.048907844,0.037483041
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.740935839,3.68499446,3.629053081,3.573111702,3.517170323,3.461228944,3.405287565,3.349346186,3.293404807,3.237463428,3.181522049,3.12558067,3.069639291,3.013697912,2.957756533,2.901815154,2.845873775,2.789932396,2.733991017,2.678049638,2.622108259,2.494727621,2.370978027,2.250847967,2.13431888,2.02138016,2.011447088,1.92990814,1.915469925,1.84550981,1.84550981,1.850170189,1.799290056,1.812818553,1.830856548,1.792012475,1.813813114,1.835613752,1.794453391,1.752501378,1.772832021,1.733338241,1.692869817,1.655104169,1.619696027,1.579546575,1.606432475,1.564161775,1.520931542,1.473835281,1.420546634,1.367249938,1.378058238,1.319044589,1.263162875,1.205351688,1.148272237,1.089831139,1.089831139,1.02845586,0.970467657,0.913786379,0.913786379,0.858500328,0.858500328,0.856846185,0.851883755,0.843613039,0.830379893,0.812184318,0.789026313,0.765868308,0.739402017,0.760608315,0.735958972,0.713070296,0.691942287,0.714294114,0.695595315,0.637361598,0.621515591,0.607430252,0.560754549,0.55082969,0.510042578,0.503841452,0.272939566,0.164456105,0.06928687
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.958663693,3.927490432,3.896317171,3.865143911,3.83397065,3.802797389,3.771624128,3.740450867,3.709277607,3.678104346,3.646931085,3.615757824,3.584584564,3.553411303,3.522238042,3.491064781,3.45989152,3.42871826,3.397544999,3.366371738,3.335198477,3.304025217,3.185413979,3.155073547,3.039527635,3.010014529,3.015769815,2.948599301,2.965384496,2.982169691,3.004549951,2.935455187,2.9571993,2.978943412,3.006123553,2.939973543,2.966364688,2.992755833,3.019146978,2.960348226,2.985956775,3.011565324,2.950122396,2.882830364,2.906894056,2.83817039,2.768832317,2.698919032,2.624282777,2.545396433,2.466673651,2.388155635,2.30259547,2.217899095,2.130707508,2.044698072,2.038247921,1.950625615,1.858571398,1.768608858,1.760119535,1.67258441,1.66718026,1.581823003,1.574094226,1.568941708,1.563789191,1.556060414,1.548331637,1.538026601,1.454476863,1.44466589,1.429949429,1.345237764,1.331249156,1.314929114,1.298609072,1.216858826,1.201371532,1.183671767,1.106597772,1.091926968,1.075160335,1.002694923,0.986842039,0.970989155,0.466114748,0.214397004,0.080978296
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.554434163,0.540172757,0.530136953,0.490949706,0.48615269,0.453147251,0.452527138,0.453457307,0.425782571,0.42795641,0.400453366,0.400588471,0.398561886,0.366063032,0.359658498,0.325942576,0.31849512,0.311862229,0.283377529,0.280368591,0.278864121,0.255930289,0.255040268,0.25345801,0.230025138,0.226851752,0.223134358,0.219326295,0.196930685,0.193950649,0.191632844,0.190060047,0.189066702,0.188487251,0.188321693,0.188156136,0.187825021,0.187080012,0.185672773,0.183520525,0.164516033,0.160893662,0.156667562,0.1519132,0.146856973,0.141876212,0.136970918,0.13251842,0.128518718,0.125198211,0.111350488,0.109637403,0.108541029,0.107787272,0.097472967,0.097410803,0.097472967,0.097721622,0.098032442,0.096975656,0.088269685,0.067835222,0.06225267,0.043038116
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.516604287,2.514320702,2.512037116,2.509753531,2.507469945,2.50518636,2.502902775,2.500619189,2.498335604,2.496052019,2.493768433,2.491484848,2.489201263,2.486917677,2.484634092,2.482350506,2.480066921,2.477783336,2.486147161,2.494510987,2.502874812,2.492838222,2.482801631,2.47276504,2.46272845,2.452691859,2.407527201,2.362362542,2.317197884,2.272033226,2.226868567,2.238159732,2.249450897,2.260742061,2.272033226,2.28332439,2.28332439,2.28332439,2.28332439,2.28332439,2.28332439,2.294615555,2.305906719,2.317197884,2.328489049,2.339780213,2.338525639,2.337271065,2.336016492,2.334761918,2.333507344,2.270778652,2.20804996,2.145321268,2.082592576,2.019863884,2.072555985,2.125248086,2.177940188,2.230632289,2.28332439,2.298379276,2.313434163,2.328489049,2.343543935,2.358598821,2.369889985,2.38118115,2.392472314,2.403763479,2.415054644,2.441400694,2.467746745,2.494092796,2.520438846,2.546784897,2.509147682,2.391495488,2.355076775,2.318658062,2.282239349,2.31666787,2.35109639,2.385524911,2.379211613,2.372898315,2.288195005,2.282090826,2.275986648,2.193782456,2.188727658,2.183672859,2.178618061,2.0981223,2.088363591,2.078604883,1.995299767,1.985887976,1.976476185,1.884073417,1.863668289,1.843263162,1.754774178,1.735131184,1.703847896,1.672564609,1.578416517,1.487462371,1.458560029,1.346791664,1.293900421,1.18954158,1.238095656,1.280432236,1.281572256,1.270439302,1.123877914,0.94921629,0.790607564,0.78372396,0.743154355,0.700652085,0.688488704,0.642618783,0.534311648,0.463178234,0.416138209,0.392358883,0.372106096,0.360886817,0.351537417,0.301074125,0.285228118,0.261354628,0.31924964,0.314707122,0.320908248,0.324008811,0.348813313,0.346364991,0.372067534,0.348813313,0.322202134,0.396322104,0.486912944,0.535234324,0.330828643,0.314707122,0.282370963,0.269995032,0.22889425,0.22889425,0.231043492,0.214593789,0.216571612,0.219538347,0.204910056,0.208536783,0.212163509,0.197013464,0.200324614,0.203635765,0.20529134,0.206946916,0.187910515,0.186401194,0.18262789,0.176590605,0.168289337,0.159233408,0.149422819,0.13961223,0.131310962,0.123764355,0.119236391,0.104840767,0.103470299,0.102785066,0.093245823,0.092624184,0.092002545,0.091380906,0.083177204,0.082611372,0.082611372,0.082045541,0.073867914,0.073354942,0.072328999,0.070790084,0.069764141,0.062554827,0.061621172,0.061154345,0.061154345,0.055540088,0.055964058,0.056388028,0.051643574,0.051643574,0.052028974,0.04748085,0.04748085,0.04748085,0.04748085,0.04748085,0.043200025,0.043520025,0.043840025,0.044160025,0.044800026,0.041073691,0.036516984,0.021706452
